Community_Name,COMM_CODE,Year,Avg_Resident_Count,Total_Crime_Count,Sectors,Distinct_Longitudes,Distinct_Latitudes,crime_rate,ln_crime_rate,Break_Enter_Commercial_num,Break_Enter_Dwelling_num,Break_Enter_Other_num,Assault_Nondomestic_num,Commercial_Robbery_num,Street_Robbery_num,Theft_FROM_Vehicle_num,Theft_OF_Vehicle_num,Violence_Other_Non_domestic_num,SHORTEST_DISTANCE_TO_LRT_METERS,SHORTEST_DISTANCE_TO_POLICE_METERS,age_0_4,age_15_19,age_20_24,age_25_34,age_35_44,age_45_54,age_5_14,age_55_64,age_65_74,age_75_plus,age_0_4_percentage_num,age_15_19_percentage_num,age_20_24_percentage_num,age_25_34_percentage_num,age_35_44_percentage_num,age_45_54_percentage_num,age_5_14_percentage_num,age_55_64_percentage_num,age_65_74_percentage_num,age_75_plus_percentage_num,total_people,total_males,total_females,total_other,male_percentage_num,female_percentage_num,other_percentage_num,Residential_Improvement_Project,Demolition,Single_Construction_Permit,Commercial_Multi_Family_Project,Environmental_Restoration_Permit,TotalPermits,calgary_cer_unemployment_rate_num,alberta_unemployment_rate_num,canada_unemployment_rate_num,calgary_cer_total_employment_000_persons_num,calgary_cer_total_employment_month_over_month_change_000_persons,calgary_cer_total_employment_year_over_year_change_000_persons,calgary_cma_average_hourly_wage_rate_num,city_of_calgary_building_permits_residential_value_num,city_of_calgary_building_permits_non_residential_value_num,calgary_city_total_housing_starts_units_num,calgary_cer_retail_sales_billions_num,calgary_cma_total_housing_starts_units,calgary_cma_inflation_rate_change,CLASS_CODE,COMM_NAME,median
NORTH HAVEN,NHV,2020,2359,26,NORTH,-114.089420575114,51.0959415515594,1102.16193302247,7.00502892358404,.0435,.087,0,.1739,0,0,.2609,.2609,.087,3088.384765625,766.485168457031,129,92,115,333,308,262,290,341,231,253,5.48,3.91,4.89,14.15,13.08,11.13,12.32,14.49,9.81,10.75,2354,1173,1181,0,49.83,50.17,0,31,0,0,4,0,35,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,"""NORTH HAVEN""",441000
NOLAN HILL,NOL,2020,7505,60,NORTH,-114.166317203393,51.1752936929649,799.467021985343,6.68394528312477,.1471,.2353,0,.0294,0,.0294,.2647,.2353,.0294,6593.98681640625,10471.8935546875,772,456,316,1555,1550,921,1232,416,212,48,10.32,6.1,4.23,20.79,20.73,12.32,16.47,5.56,2.83,.64,7478,3728,3750,0,49.85,50.15,0,105,0,14,6,0,125,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,"""NOLAN HILL""",486000
OAKRIDGE,OAK,2020,5690,67,SOUTH,-114.129613757096,50.9696627989567,1177.50439367311,7.07115255724082,.1282,.1282,0,.1282,.0256,.0513,.2308,.1538,.0769,3777.55297851562,5089.6015625,305,277,250,548,682,805,705,864,753,495,5.37,4.87,4.4,9.64,12,14.16,12.4,15.2,13.25,8.71,5684,2803,2881,0,49.31,50.69,0,31,0,1,3,0,35,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,OAKRIDGE,480500
OGDEN,OGD,2020,8576,232,SOUTHEAST,-114.012442271098,50.9918783379817,2705.22388059701,7.90293995332596,.137,.0822,0,.137,.0411,.0548,.1644,.1507,.137,3861.4423828125,4304.75,472,350,430,1385,1375,1119,845,1364,786,430,5.52,4.09,5.03,16.19,16.07,13.08,9.88,15.94,9.19,5.03,8556,4591,3965,0,53.66,46.34,0,64,2,0,8,0,74,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,OGDEN,322500
PALLISER,PAL,2020,3672,61,SOUTH,-114.112158890387,50.9667670311117,1661.22004357298,7.41530757740316,.2258,.129,0,.0968,0,.0323,.2903,.129,.0645,2517.65698242187,4438.82080078125,177,144,183,398,529,415,408,400,445,564,4.83,3.93,5,10.87,14.44,11.33,11.14,10.92,12.15,15.4,3663,1702,1961,0,46.46,53.54,0,14,0,0,2,0,16,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,PALLISER,309000
PANORAMA HILLS,PAN,2020,25710,214,NORTH,-114.088063406263,51.1597110110755,832.360949047063,6.72426617973214,.1486,.1486,0,.1216,.0135,.0405,.1622,.1486,.1486,8058.26318359375,6027.68798828125,1542,1808,1511,3021,5027,4024,4343,2442,1395,586,6,7.04,5.88,11.76,19.56,15.66,16.9,9.5,5.43,2.28,25699,12722,12758,219,49.5,49.64,.85,159,0,0,9,1,169,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,"""PANORAMA HILLS""",447250
PATTERSON,PAT,2020,4202,54,WEST,-114.1771423136,51.0639398763828,1285.10233222275,7.15859363012956,.1071,.1786,0,.1429,0,0,.3214,.1786,.0714,2897.75170898437,3387.68627929687,222,169,178,464,653,546,411,670,554,327,5.29,4.03,4.24,11.06,15.57,13.02,9.8,15.98,13.21,7.8,4194,1978,2216,0,47.16,52.84,0,12,1,0,2,0,15,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,PATTERSON,333500
PENBROOKE MEADOWS,PEN,2020,8554,236,EAST,-113.947687206113,51.0458532876399,2758.9431844751,7.92260298120898,.0986,.0986,0,.1549,.0282,.0563,.169,.1549,.1127,2759.43872070312,3356.74145507812,588,427,460,1192,1504,1154,1134,1092,633,350,6.89,5,5.39,13.97,17.62,13.52,13.29,12.8,7.42,4.1,8534,4486,4042,6,52.57,47.36,.07,40,0,0,1,0,41,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,"""PENBROOKE MEADOWS""",280000
PINERIDGE,PIN,2020,10022,283,NORTHEAST,-113.946764955772,51.0742597576314,2823.78766713231,7.9458344070938,.1341,.061,0,.1463,.0732,.0488,.1463,.1463,.1463,2449.28662109375,3144.90185546875,684,530,574,1382,1530,1211,1375,1286,944,488,6.84,5.3,5.74,13.81,15.29,12.11,13.74,12.85,9.44,4.88,10004,5024,4973,7,50.22,49.71,.07,58,0,0,6,1,65,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,PINERIDGE,303000
PARKDALE,PKD,2020,2566,69,CENTRE,-114.135333256893,51.0599475506456,2689.01013250195,7.89692842439191,.1714,.0286,0,.2,0,.0286,.2,.0286,.1143,2011.68957519531,2597.32153320312,161,56,114,450,422,273,203,421,254,203,6.3,2.19,4.46,17.6,16.5,10.68,7.94,16.46,9.93,7.94,2557,1278,1279,0,49.98,50.02,0,25,6,11,8,0,50,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,PARKDALE,625000
PARKHILL,PKH,2020,1691,98,CENTRE,-114.065534524712,51.0181922901508,5795.38734476641,8.66481759474222,.2444,.0667,0,.1556,0,.0222,.2444,.1111,.0222,298.737701416015,2323.7705078125,84,78,110,389,262,248,120,206,133,57,4.98,4.62,6.52,23.06,15.53,14.7,7.11,12.21,7.88,3.38,1687,846,841,0,50.15,49.85,0,12,3,0,9,0,24,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,"""PARKHILL/STANLEY PARK""",522000
PARKLAND,PKL,2020,3660,42,SOUTH,-114.028543356888,50.9212004010918,1147.54098360656,7.04537665685818,0,.069,0,0,0,0,.4138,.2069,.1034,2927.96337890625,2701.90161132812,134,212,160,194,433,540,453,610,605,308,3.67,5.81,4.38,5.32,11.87,14.8,12.41,16.72,16.58,8.44,3649,1819,1830,0,49.85,50.15,0,36,0,0,0,0,36,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,PARKLAND,536000
POINT MCKAY,POI,2020,1343,12,CENTRE,-114.146148682183,51.0595411660325,893.521965748325,6.79517091823499,.0909,.1818,0,.0909,0,0,.3636,.1818,.0909,2257.1982421875,2411.00463867187,46,18,42,231,178,148,47,258,228,144,3.43,1.34,3.13,17.24,13.28,11.04,3.51,19.25,17.01,10.75,1340,617,723,0,46.04,53.96,0,6,0,0,2,0,8,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,"""POINT MCKAY""",398500
PUMP HILL,PUM,2020,1640,24,SOUTH,-114.10078728035,50.9668277013785,1463.41463414634,7.28852777449993,.05,.25,0,.05,0,0,.45,.1,.1,1735.8212890625,3976.74682617187,42,69,55,85,117,185,169,205,345,366,2.56,4.21,3.36,5.19,7.14,11.29,10.32,12.52,21.06,22.34,1638,747,891,0,45.6,54.4,0,7,0,0,2,0,9,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,"""PUMP HILL""",841000
QUEENSLAND,QLD,2020,4743,55,SOUTH,-114.022571706061,50.9382241204127,1159.6036263968,7.05583352432512,.0263,.0789,0,.1053,0,0,.3158,.1842,.1579,3290.3740234375,4354.19384765625,254,237,231,763,735,614,517,719,423,231,5.38,5.02,4.89,16.15,15.56,13,10.94,15.22,8.95,4.89,4724,2401,2323,0,50.83,49.17,0,36,0,0,2,0,38,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,QUEENSLAND,343000
QUEENS PARK VILLAGE,QPK,2020,455,13,CENTRE,-114.077606750038,51.0851444582479,2857.14285714286,7.95757740348081,.1667,0,0,.25,0,0,.3333,.1667,.0833,2628.64404296875,1417.36254882812,49,23,54,119,67,41,51,34,7,0,11.01,5.17,12.13,26.74,15.06,9.21,11.46,7.64,1.57,0,445,218,227,0,48.99,51.01,0, , , , , , ,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,"""QUEENS PARK VILLAGE""",2930000
RAMSAY,RAM,2020,2158,63,CENTRE,-114.042532290792,51.0364120636758,2919.36978683967,7.97912304554368,.1667,.1111,0,.0833,0,.0278,.2778,.0833,.0556,1051.62573242187,690.7490234375,142,73,70,468,464,316,170,256,136,49,6.62,3.4,3.26,21.83,21.64,14.74,7.93,11.94,6.34,2.29,2144,1123,1021,0,52.38,47.62,0,27,9,4,4,0,44,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,RAMSAY,484000
RANCHLANDS,RAN,2020,7607,75,NORTHWEST,-114.183646981345,51.1191790823361,985.934008150388,6.89358942350924,.025,.075,0,.175,.025,.025,.25,.125,.175,1641.81604003906,6899.0244140625,476,360,464,1334,1348,858,969,949,596,244,6.26,4.74,6.11,17.56,17.74,11.29,12.75,12.49,7.84,3.21,7598,3783,3815,0,49.79,50.21,0,48,0,0,1,0,49,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,RANCHLANDS,336500
ROSSCARROCK,RCK,2020,3625,167,WEST,-114.145485909296,51.0432878713752,4606.89655172414,8.43530971009821,.0606,.0909,0,.1818,.0455,.0758,.1818,.1364,.1515,724.991638183593,710.264587402343,227,181,278,769,681,443,368,378,180,114,6.27,5,7.68,21.25,18.82,12.24,10.17,10.44,4.97,3.15,3619,1775,1844,0,49.05,50.95,0,58,7,16,4,0,85,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,ROSSCARROCK,503500
ROSEDALE,RDL,2020,1560,57,CENTRE,-114.078207134146,51.0626866632269,3653.84615384615,8.2035356325612,.0968,.0968,0,0,0,0,.3226,.1613,0,835.090454101562,3434.74951171875,65,105,62,142,213,220,200,288,187,67,4.2,6.78,4,9.17,13.75,14.2,12.91,18.59,12.07,4.33,1549,781,768,0,50.42,49.58,0,12,4,3,0,0,19,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,ROSEDALE,933000
RED CARPET,RED,2020,1594,41,EAST,-113.9389258246,51.0425806265798,2572.14554579674,7.85249567232438,.1379,0,0,.1379,.0345,0,.2414,.2759,.1034,3474.68237304687,4071.27978515625,94,32,58,210,203,271,89,317,200,115,5.92,2.01,3.65,13.22,12.78,17.05,5.6,19.95,12.59,7.24,1589,826,763,0,51.98,48.02,0,0,4,0,4,0,8,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,"""RED CARPET/MOUNTVIEW MOBILE PARK""",121500
RENFREW,REN,2020,6582,290,CENTRE,-114.039168993344,51.0596531576767,4405.95563658462,8.39071245844746,.1471,.0588,0,.1471,.0147,0,.1765,.1765,.1029,1181.78955078125,3229.345703125,415,189,278,1608,1446,867,591,706,313,160,6.31,2.88,4.23,24.46,22,13.19,8.99,10.74,4.76,2.43,6573,3235,3338,0,49.22,50.78,0,51,13,17,13,0,94,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,RENFREW,413000
RICHMOND,RIC,2020,4962,213,CENTRE,-114.118420289295,51.0297102948269,4292.62394195889,8.36465346642791,.1864,.1525,0,.0339,0,0,.2034,.1525,.0847,1408.83264160156,2489.89599609375,318,172,220,934,1099,677,497,556,328,145,6.43,3.48,4.45,18.88,22.22,13.69,10.05,11.24,6.63,2.93,4946,2525,2409,12,51.05,48.71,.24,50,12,16,11,0,89,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,RICHMOND,610250
RIDEAU PARK,RID,2020,594,18,CENTRE,-114.074161830747,51.0248757691379,3030.30303030303,8.01641790350375,.1538,.3077,0,0,0,0,.3077,.0769,0,1216.763671875,2549.4296875,26,23,19,53,67,79,49,103,130,44,4.38,3.88,3.2,8.94,11.3,13.32,8.26,17.37,21.92,7.42,593,288,305,0,48.57,51.43,0,5,0,0,0,0,5,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,"""RIDEAU PARK""",354000
RIVERBEND,RIV,2020,9244,93,SOUTHEAST,-114.018430291898,50.9760188590708,1006.0579835569,6.91379498672921,.1458,.0833,0,.125,.0208,.0208,.25,.1667,.1042,3915.53149414062,4455.21728515625,444,533,595,1153,1273,1407,814,1855,834,325,4.81,5.77,6.44,12.49,13.79,15.24,8.82,20.09,9.03,3.52,9233,4657,4576,0,50.44,49.56,0,73,0,0,7,0,80,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,RIVERBEND,396000
ROSEMONT,RMT,2020,1254,24,CENTRE,-114.090033075552,51.0783941975216,1913.87559808612,7.55688557412531,.3125,.125,0,.0625,.0625,0,.25,.125,0,1609.56823730468,1614.64697265625,41,27,82,251,185,158,150,180,90,87,3.28,2.16,6.55,20.06,14.79,12.63,11.99,14.39,7.19,6.95,1251,628,623,0,50.2,49.8,0,23,3,3,1,0,30,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,ROSEMONT,572000
ROCKY RIDGE,ROC,2020,8398,45,NORTHWEST,-114.245907918015,51.1440764789595,535.841867111217,6.28383909349641,.1389,.1944,0,.1389,0,0,.2778,.1667,.0833,1519.86694335937,12167.251953125,408,560,433,961,1341,1371,1186,943,670,511,4.87,6.68,5.16,11.46,15.99,16.35,14.15,11.25,7.99,6.09,8384,4072,4312,0,48.57,51.43,0,43,0,14,2,0,59,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,"""ROCKY RIDGE""",373750
ROXBORO,ROX,2020,422,13,CENTRE,-114.067644802756,51.0261958523158,3080.56872037915,8.03286950839575,.0909,0,0,.0909,0,0,.4545,0,.0909,881.329223632812,2070.482421875,25,27,20,20,56,61,62,82,43,26,5.92,6.4,4.74,4.74,13.27,14.45,14.69,19.43,10.19,6.16,422,226,196,0,53.55,46.45,0,3,1,1,0,0,5,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,ROXBORO,1190000
ROYAL OAK,ROY,2020,11706,54,NORTHWEST,-114.219761873878,51.1426607309129,461.301896463352,6.13405270168334,.0625,.125,0,.0313,0,.0313,.3125,.1875,.2188,1430.98498535156,10388.0009765625,644,768,614,1329,2044,1988,1987,1302,749,263,5.51,6.57,5.25,11.37,17.49,17.01,17,11.14,6.41,2.25,11688,5698,5990,0,48.75,51.25,0,59,2,1,0,0,62,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,"""ROYAL OAK""",434500
REDSTONE,RSN,2020,5848,80,NORTHEAST,-113.957502827169,51.1704461682524,1367.98905608755,7.2210970982145,.1304,.1522,0,.0435,.0217,.0217,.2609,.2174,.0652,5016.90673828125,5193.21923828125,511,367,272,1098,1268,543,861,448,409,47,8.77,6.3,4.67,18.85,21.77,9.32,14.78,7.69,7.02,.81,5824,2941,2883,0,50.5,49.5,0,243,0,154,8,0,405,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,REDSTONE,377000
RUNDLE,RUN,2020,11688,319,NORTHEAST,-113.970058118649,51.0742399736668,2729.29500342231,7.91179861432454,.0274,.0959,0,.1644,.0274,.0548,.1644,.1507,.1507,835.116516113281,1794.10656738281,800,740,863,1726,1888,1370,1615,1288,957,432,6.85,6.34,7.39,14.78,16.17,11.73,13.83,11.03,8.19,3.7,11679,5975,5696,8,51.16,48.77,.07,66,0,0,2,0,68,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,RUNDLE,337000
RUTLAND PARK,RUT,2020,2263,48,WEST,-114.137360585426,51.0189909868283,2121.07821475917,7.65967983024458,.0667,.1333,0,.1,0,.0333,.3,.1333,.1333,2046.32885742187,2195.85278320312,121,91,114,247,351,298,229,253,283,272,5.36,4.03,5.05,10.93,15.54,13.19,10.14,11.2,12.53,12.04,2259,1091,1168,0,48.3,51.7,0,18,1,2,3,0,24,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,"""RUTLAND PARK""",535000
SADDLE RIDGE,SAD,2020,22321,341,NORTHEAST,-113.945622522669,51.1305732421339,1527.70933201917,7.33152472389473,.1111,.1235,0,.0988,.0617,.0741,.1481,.1481,.1235,569.213989257812,684.863403320312,1618,1533,1633,4040,4021,2485,3767,1685,1133,388,7.25,6.87,7.32,18.11,18.03,11.14,16.89,7.56,5.08,1.74,22303,11203,11078,22,50.23,49.67,.1,452,2,215,44,0,713,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,"""SADDLE RIDGE""",379000
SANDSTONE VALLEY,SAN,2020,5904,53,NORTH,-114.094962509765,51.1377328448926,897.69647696477,6.79983201224204,0,.2333,0,.0333,.0333,0,.3667,.2333,.0667,5968.2451171875,4999.7216796875,252,283,328,644,749,779,650,1179,687,336,4.28,4.81,5.57,10.94,12.72,13.23,11.04,20.03,11.67,5.71,5887,2908,2972,7,49.4,50.48,.12,23,0,0,1,0,24,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,"""SANDSTONE VALLEY""",400500
SCARBORO,SCA,2020,931,28,CENTRE,-114.107179771398,51.0407655266167,3007.51879699248,8.00887069786837,.15,0,0,.05,0,0,.4,.2,0,720.825439453125,3107.41650390625,50,55,35,75,124,159,164,151,77,39,5.38,5.92,3.77,8.07,13.35,17.12,17.65,16.25,8.29,4.2,929,481,448,0,51.78,48.22,0,11,0,1,2,0,14,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,SCARBORO,906500
SCENIC ACRES,SCE,2020,8067,68,NORTHWEST,-114.217340956875,51.1127075075922,842.940374364696,6.73689622520936,.1081,.2162,0,.1081,0,0,.2973,.1081,.1081,1314.46362304687,8851.4375,311,507,548,677,881,1105,793,1678,942,607,3.86,6.3,6.81,8.41,10.95,13.73,9.85,20.85,11.7,7.54,8049,3974,4067,8,49.37,50.53,.1,42,0,0,3,0,45,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,"""SCENIC ACRES""",503500
SUNDANCE,SDC,2020,9736,80,SOUTH,-114.042067143859,50.9016456499419,821.692686935086,6.71136646497675,.1143,.0286,0,.1714,0,0,.2857,.1714,.1714,1910.38317871093,1343.38427734375,396,721,651,847,1191,1376,1272,1960,953,352,4.07,7.42,6.7,8.71,12.25,14.16,13.09,20.17,9.81,3.62,9719,4834,4885,0,49.74,50.26,0,48,0,0,3,0,51,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,SUNDANCE,443500
SETON,SET,2020,1134,77,SOUTHEAST,-113.947899928542,50.8741233810031,6790.12345679012,8.82322440253622,.1944,0,0,.25,0,.0556,.25,.1389,.0833,8981.9150390625,8671.40234375,57,36,72,218,127,62,56,159,156,185,5.05,3.19,6.38,19.33,11.26,5.5,4.96,14.1,13.83,16.4,1128,480,648,0,42.55,57.45,0,102,0,193,22,0,317,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,SETON,173500
SAGE HILL,SGH,2020,7924,96,NORTH,-114.14068609335,51.17561697278,1211.50933871782,7.09962224861962,.2093,.1163,0,.0465,.0465,0,.2558,.1628,.1163,7488.67578125,9857.8330078125,833,312,325,1816,1650,807,1131,523,346,168,10.53,3.94,4.11,22.96,20.86,10.2,14.3,6.61,4.37,2.12,7911,3802,4092,17,48.06,51.73,.21,88,0,104,29,0,221,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,"""SAGE HILL""",315500
SHAGANAPPI,SHG,2020,1626,84,CENTRE,-114.12665233528,51.0452113634626,5166.0516605166,8.54986397370579,.1026,.0769,0,.1026,0,0,.2821,.1795,.0513,410.042419433593,1902.75610351562,84,56,135,450,288,185,132,165,78,44,5.19,3.46,8.35,27.83,17.81,11.44,8.16,10.2,4.82,2.72,1617,817,800,0,50.53,49.47,0,18,2,8,2,0,30,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,SHAGANAPPI,510000
SHEPARD INDUSTRIAL,SHI,2020,255,81,SOUTHEAST,-113.992786356096,50.9614944551273,31764.7058823529,10.3661110744842,.25,0,0,.1111,0,0,.3333,.2222,.0833,5780.375,6851.8818359375,0,0,7,21,26,34,8,80,31,22,0,0,3.06,9.17,11.35,14.85,3.49,34.93,13.54,9.61,229,126,103,0,55.02,44.98,0,0,1,0,15,0,16,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,2,"""SHEPARD INDUSTRIAL""",659000
SHAWNESSY,SHN,2020,9368,194,SOUTH,-114.073925520015,50.9033706558636,2070.87959009394,7.635728718756,.1231,.0769,0,.1846,.0154,.0923,.1846,.1846,.0769,588.869445800781,1086.44860839843,503,568,644,1086,1567,1333,999,1445,772,437,5.38,6.07,6.88,11.61,16.75,14.25,10.68,15.45,8.25,4.67,9354,4686,4648,20,50.1,49.69,.21,36,0,0,15,0,51,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,SHAWNESSY,367000
SHAWNEE SLOPES,SHS,2020,1911,34,SOUTH,-114.085803037738,50.9261888983469,1779.17320774464,7.48390404534612,.1739,.0435,0,.087,0,.087,.3478,.2174,0,955.431823730468,2843.97729492187,74,72,84,175,207,207,154,313,334,286,3.88,3.78,4.41,9.18,10.86,10.86,8.08,16.42,17.52,15.01,1906,884,1022,0,46.38,53.62,0,10,0,19,9,0,38,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,"""SHAWNEE SLOPES""",327500
SHERWOOD,SHW,2020,6246,79,NORTH,-114.152000146793,51.1599909191448,1264.80947806596,7.14267677959423,.2326,.186,0,.093,.0233,0,.2558,.1395,.0698,5618.982421875,8633.541015625,413,445,445,1037,1149,911,931,536,257,109,6.63,7.14,7.14,16.64,18.43,14.62,14.94,8.6,4.12,1.75,6233,3086,3147,0,49.51,50.49,0,72,0,2,5,0,79,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,SHERWOOD,521000
SIGNAL HILL,SIG,2020,13395,171,WEST,-114.179907029158,51.0229044245135,1276.59574468085,7.15195223949418,.1429,.1587,0,.1429,.0476,.0317,.1905,.1111,.0635,1727.73681640625,2607.82373046875,477,873,832,974,1453,1995,1453,2338,1680,1300,3.57,6.53,6.22,7.28,10.86,14.92,10.86,17.48,12.56,9.72,13375,6337,7009,29,47.38,52.4,.22,56,0,1,21,0,78,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,"""SIGNAL HILL""",516750
SILVER SPRINGS,SIL,2020,8679,86,NORTHWEST,-114.196281813618,51.1042745430588,990.897568844337,6.89861116757949,.0526,.0526,0,.0789,0,0,.2895,.2105,.1053,1817.52380371093,7209.048828125,482,448,456,863,1185,1118,1033,1392,1135,552,5.56,5.17,5.26,9.96,13.68,12.9,11.92,16.07,13.1,6.37,8664,4280,4378,6,49.4,50.53,.07,69,1,0,7,0,77,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,"""SILVER SPRINGS""",469500
SKYVIEW RANCH,SKR,2020,11707,200,NORTHEAST,-113.958374560746,51.156126734979,1708.37960194755,7.44330059903859,.1207,.1379,0,.0862,0,.0517,.2069,.1897,.1207,3456.3369140625,3651.62329101562,1021,474,622,2812,2451,1053,1620,870,508,265,8.73,4.05,5.32,24.04,20.96,9,13.85,7.44,4.34,2.27,11696,5731,5737,228,49,49.05,1.95,109,0,0,35,0,144,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,"""SKYVIEW RANCH""",197000
SUNALTA,SNA,2020,3239,214,CENTRE,-114.101485943252,51.0429598923458,6606.97746217969,8.79588156082075,.1467,.0667,0,.1467,.0133,.0533,.16,.16,.1467,263.603302001953,3534.115234375,93,41,127,1066,1058,456,126,169,73,22,2.88,1.27,3.93,32.99,32.75,14.11,3.9,5.23,2.26,.68,3231,1692,1532,7,52.37,47.42,.22,3,0,0,16,0,19,.1125,.109,.0935,849.1,-3.9,-41.25,34.85,203875620.19,86789211.855,645.5,2.83883036182943,736.5,.0101,1,SUNALTA,208000
